time,open,high,low,close,tick_volume,spread,real_volume
2024-10-30 01:00:00,1346.96,1348.86,1340.81,1341.2,295,39,0
2024-10-30 01:10:00,1341.27,1350.48,1337.5,1346.01,296,39,0
2024-10-30 01:20:00,1346.17,1349.19,1342.83,1344.4,294,39,0
2024-10-30 01:30:00,1344.46,1347.38,1340.21,1343.84,298,39,0
2024-10-30 01:40:00,1344.58,1350.18,1343.1,1348.81,299,39,0
2024-10-30 01:50:00,1349.32,1350.0,1343.53,1345.3,296,39,0
2024-10-30 02:00:00,1345.16,1346.07,1339.54,1342.81,298,39,0
2024-10-30 02:10:00,1342.58,1350.59,1342.58,1344.29,298,39,0
2024-10-30 02:20:00,1344.53,1345.82,1339.65,1344.24,297,39,0
2024-10-30 02:30:00,1344.09,1353.22,1343.89,1351.16,295,39,0
2024-10-30 02:40:00,1351.5,1355.22,1346.75,1347.78,295,39,0
2024-10-30 02:50:00,1348.32,1355.86,1345.35,1349.55,295,39,0
2024-10-30 03:00:00,1349.8,1351.89,1333.5,1334.35,297,39,0
2024-10-30 03:10:00,1334.03,1334.89,1326.37,1327.12,292,39,0
2024-10-30 03:20:00,1327.14,1331.44,1325.18,1329.82,296,39,0
2024-10-30 03:30:00,1329.7,1330.62,1323.93,1323.97,299,39,0
2024-10-30 03:40:00,1323.69,1329.76,1323.69,1327.15,300,39,0
2024-10-30 03:50:00,1327.48,1334.04,1327.48,1329.86,299,39,0
2024-10-30 04:00:00,1330.65,1334.14,1323.13,1324.5,296,39,0
2024-10-30 04:10:00,1324.33,1335.51,1324.27,1334.43,295,39,0
2024-10-30 04:20:00,1334.73,1334.96,1327.18,1328.84,295,39,0
2024-10-30 04:30:00,1329.06,1330.17,1318.76,1320.06,298,39,0
2024-10-30 04:40:00,1319.67,1323.29,1318.32,1322.42,295,39,0
2024-10-30 04:50:00,1322.57,1324.21,1316.43,1318.81,293,39,0
2024-10-30 05:00:00,1318.43,1324.21,1318.14,1319.55,295,39,0
2024-10-30 05:10:00,1319.3,1321.97,1315.54,1317.55,297,39,0
2024-10-30 05:20:00,1317.45,1326.28,1316.73,1321.11,297,39,0
2024-10-30 05:30:00,1321.32,1328.25,1319.58,1328.25,295,39,0
2024-10-30 05:40:00,1328.36,1336.44,1326.22,1334.05,298,39,0
2024-10-30 05:50:00,1333.99,1335.11,1326.61,1329.64,299,39,0
2024-10-30 06:00:00,1329.29,1334.24,1325.42,1326.8,297,39,0
2024-10-30 06:10:00,1327.47,1331.15,1324.16,1325.0,298,39,0
2024-10-30 06:20:00,1324.79,1324.93,1314.88,1315.35,296,39,0
2024-10-30 06:30:00,1315.29,1321.3,1313.54,1316.98,295,39,0
2024-10-30 06:40:00,1316.93,1317.79,1312.19,1312.99,294,39,0
2024-10-30 06:50:00,1313.1,1318.98,1312.29,1317.94,297,39,0
2024-10-30 07:00:00,1318.47,1324.84,1316.73,1319.5,297,39,0
2024-10-30 07:10:00,1319.46,1323.86,1314.4,1321.9,297,39,0
2024-10-30 07:20:00,1321.52,1324.29,1319.51,1322.26,291,39,0
2024-10-30 07:30:00,1322.53,1323.04,1315.12,1317.4,293,39,0
2024-10-30 07:40:00,1317.39,1319.9,1311.6,1315.68,295,39,0
2024-10-30 07:50:00,1316.22,1324.96,1315.83,1324.04,296,39,0
2024-10-30 08:00:00,1323.95,1336.3,1322.82,1336.24,297,39,0
2024-10-30 08:10:00,1336.45,1341.98,1334.09,1340.43,298,39,0
