time,close,volatility,option_price,put_option_price
2021-01-29 02:00:00,1635.07,0.1556174346631315,2.942626008411392e-144,4836.4691704769775
2021-01-29 03:00:00,1626.09,0.15232146608214225,1.0153222281163334e-151,4845.449170476977
2021-01-29 04:00:00,1622.32,0.1527310764361833,2.040485323852677e-151,4849.2191704769775
2021-01-29 05:00:00,1640.39,0.1500938422501123,2.8972496758777346e-154,4831.149170476977
2021-01-29 06:00:00,1630.85,0.1508498944260828,5.040642219936471e-154,4840.689170476977
2021-01-29 07:00:00,1603.17,0.1609334043936668,8.179697551651626e-139,4868.369170476977
2021-01-29 08:00:00,1578.96,0.16701940651718744,9.29998531953231e-132,4892.579170476977
2021-01-29 09:00:00,1560.35,0.17005358982603327,2.9183236433813634e-129,4911.189170476977
2021-01-29 10:00:00,1560.62,0.168908544069557,5.644370964421085e-131,4910.919170476977
2021-01-29 11:00:00,1538.57,0.17415193484839078,1.0093878065144368e-125,4932.9691704769775
2021-01-29 12:00:00,1524.68,0.1760904091144828,1.552452411336404e-124,4946.859170476977
2021-01-29 13:00:00,1551.78,0.18365170114173096,8.176524382180433e-112,4919.7591704769775
2021-01-29 14:00:00,1537.23,0.1821039657298655,3.3611520983737643e-115,4934.309170476978
2021-01-29 15:00:00,1512.62,0.17830172359098526,8.131802455315635e-123,4958.919170476977
2021-01-29 16:00:00,1532.67,0.18287413844916872,1.0434976579780981e-114,4938.869170476977
2021-01-29 17:00:00,1511.91,0.1818694426296051,3.7131178780279373e-118,4959.629170476977
2021-01-29 18:00:00,1529.18,0.1804101081551163,3.2998411881353023e-118,4942.359170476977
2021-01-29 19:00:00,1519.07,0.1806699049739964,6.000334387542644e-119,4952.4691704769775
2021-01-29 20:00:00,1506.38,0.1818246917108554,8.324838962565175e-119,4965.159170476977
2021-01-29 21:00:00,1513.98,0.17563882387207225,2.198321930288035e-126,4957.559170476978
2021-01-29 22:00:00,1516.38,0.17571320797176768,5.26348405578768e-126,4955.159170476977
2021-01-29 23:00:00,1531.23,0.17740585416416849,5.467252874628406e-122,4940.309170476978
2021-01-30 00:00:00,1515.5,0.17947506217192064,6.502098208260702e-121,4956.039170476977
2021-01-30 01:00:00,1509.93,0.17701354843536735,6.716062144864432e-125,4961.609170476977
2021-01-30 02:00:00,1538.05,0.18568069619247807,9.322219308352314e-111,4933.489170476977
2021-01-30 03:00:00,1532.79,0.1834991643465618,6.37931678702905e-114,4938.749170476977
2021-01-30 04:00:00,1556.47,0.18940070599179692,9.686628426499235e-105,4915.069170476977
2021-01-30 05:00:00,1577.55,0.18513658471702607,1.5396429997596816e-107,4893.989170476977
2021-01-30 06:00:00,1572.46,0.17358535439120149,9.266859269849046e-123,4899.079170476977
2021-01-30 07:00:00,1583.87,0.17423405339481673,1.2716807803577873e-120,4887.669170476977
2021-01-30 08:00:00,1539.46,0.19027566259328002,2.2213739102196676e-105,4932.079170476977
2021-01-30 09:00:00,1546.75,0.19095032823369607,5.828076342334207e-104,4924.789170476977
2021-01-30 10:00:00,1523.66,0.19484746181120183,5.732707709100492e-102,4947.879170476977
2021-01-30 11:00:00,1532.39,0.19230110597616193,7.592414410094799e-104,4939.149170476977
2021-01-30 12:00:00,1573.56,0.20920089278822476,1.0867342292489456e-84,4897.979170476978
2021-01-30 13:00:00,1596.41,0.20830249839902468,1.0650387074223955e-83,4875.129170476977
2021-01-30 14:00:00,1611.21,0.20495037490799414,2.6069616591817107e-85,4860.329170476977
2021-01-30 15:00:00,1608.86,0.20161491201196463,2.5743379574934936e-88,4862.679170476978
2021-01-30 16:00:00,1609.6,0.20160614865115542,2.889844194020755e-88,4861.939170476977
2021-01-30 17:00:00,1598.48,0.19788144760306384,1.691742170082651e-92,4873.059170476978
2021-01-30 18:00:00,1595.48,0.1957012130478172,8.339814519811834e-95,4876.059170476978
2021-01-30 19:00:00,1602.48,0.18990952842009326,5.278289192974381e-100,4869.059170476978
2021-01-30 20:00:00,1614.26,0.18806252988113106,6.646632799537882e-101,4857.279170476977
2021-01-30 21:00:00,1605.4,0.18175092446189414,7.979837952815554e-109,4866.139170476978
2021-01-30 22:00:00,1596.31,0.17987178946449423,5.439946310262713e-112,4875.229170476978
2021-01-30 23:00:00,1613.13,0.17594167343598538,2.8085052546324874e-115,4858.409170476977
2021-01-31 00:00:00,1627.21,0.17489668895877855,3.3142968614108507e-115,4844.329170476977
2021-01-31 01:00:00,1617.75,0.17456467917055782,1.3020296910955797e-116,4853.789170476977
