time,close,price_diff,arbitrage_signal
2021-02-01 14:00:00,1649.33,-4822.209170476977,buy_put
2021-02-01 15:00:00,1661.74,-4809.799170476977,buy_put
2021-02-01 16:00:00,1649.69,-4821.849170476977,buy_put
2021-02-01 17:00:00,1623.47,-4848.069170476977,buy_put
2021-02-01 18:00:00,1617.85,-4853.689170476977,buy_put
2021-02-01 19:00:00,1588.78,-4882.7591704769775,buy_put
2021-02-01 20:00:00,1584.84,-4886.699170476977,buy_put
2021-02-01 21:00:00,1602.98,-4868.559170476978,buy_put
2021-02-01 22:00:00,1579.2,-4892.339170476977,buy_put
2021-02-01 23:00:00,1606.17,-4865.369170476977,buy_put
2021-02-02 00:00:00,1585.59,-4885.949170476977,buy_put
2021-02-02 01:00:00,1625.96,-4845.579170476977,buy_put
2021-02-02 02:00:00,1617.83,-4853.709170476977,buy_put
2021-02-02 03:00:00,1652.37,-4819.169170476977,buy_put
2021-02-02 04:00:00,1656.83,-4814.709170476977,buy_put
2021-02-02 05:00:00,1657.13,-4814.409170476977,buy_put
2021-02-02 06:00:00,1666.44,-4805.099170476977,buy_put
2021-02-02 07:00:00,1668.13,-4803.409170476977,buy_put
2021-02-02 08:00:00,1637.69,-4833.849170476977,buy_put
2021-02-02 09:00:00,1621.01,-4850.529170476977,buy_put
2021-02-02 10:00:00,1597.42,-4874.119170476977,buy_put
2021-02-02 11:00:00,1580.67,-4890.869170476977,buy_put
2021-02-02 12:00:00,1582.25,-4889.289170476977,buy_put
2021-02-02 13:00:00,1585.13,-4886.409170476977,buy_put
2021-02-02 14:00:00,1599.05,-4872.489170476977,buy_put
2021-02-02 15:00:00,1582.72,-4888.819170476977,buy_put
2021-02-02 16:00:00,1591.46,-4880.079170476977,buy_put
2021-02-02 17:00:00,1595.13,-4876.409170476977,buy_put
2021-02-02 18:00:00,1579.66,-4891.879170476977,buy_put
2021-02-02 19:00:00,1597.62,-4873.919170476977,buy_put
2021-02-02 20:00:00,1609.54,-4861.999170476977,buy_put
2021-02-02 21:00:00,1630.77,-4840.769170476977,buy_put
2021-02-02 22:00:00,1629.72,-4841.819170476977,buy_put
2021-02-02 23:00:00,1654.64,-4816.899170476977,buy_put
2021-02-03 00:00:00,1635.42,-4836.119170476977,buy_put
2021-02-03 01:00:00,1658.08,-4813.459170476977,buy_put
2021-02-03 02:00:00,1658.82,-4812.7191704769775,buy_put
2021-02-03 03:00:00,1665.64,-4805.899170476977,buy_put
2021-02-03 04:00:00,1671.33,-4800.209170476977,buy_put
2021-02-03 05:00:00,1690.23,-4781.309170476978,buy_put
2021-02-03 06:00:00,1711.8,-4759.739170476977,buy_put
2021-02-03 07:00:00,1680.06,-4791.479170476978,buy_put
2021-02-03 08:00:00,1717.66,-4753.879170476977,buy_put
2021-02-03 09:00:00,1725.5,-4746.039170476977,buy_put
2021-02-03 10:00:00,1699.66,-4771.879170476977,buy_put
2021-02-03 11:00:00,1694.62,-4776.919170476977,buy_put
2021-02-03 12:00:00,1704.85,-4766.689170476977,buy_put
2021-02-03 13:00:00,1678.32,-4793.2191704769775,buy_put
2021-02-03 14:00:00,1683.11,-4788.429170476978,buy_put
2021-02-03 15:00:00,1656.1,-4815.439170476977,buy_put
2021-02-03 16:00:00,1654.79,-4816.749170476977,buy_put
2021-02-03 17:00:00,1684.06,-4787.479170476978,buy_put
2021-02-03 18:00:00,1657.05,-4814.489170476977,buy_put
2021-02-03 19:00:00,1660.47,-4811.069170476977,buy_put
2021-02-03 20:00:00,1617.56,-4853.979170476978,buy_put
2021-02-03 21:00:00,1613.62,-4857.919170476977,buy_put
2021-02-03 22:00:00,1614.75,-4856.789170476977,buy_put
2021-02-03 23:00:00,1628.62,-4842.919170476977,buy_put
2021-02-04 00:00:00,1631.7,-4839.839170476977,buy_put
2021-02-04 01:00:00,1625.6,-4845.939170476977,buy_put
2021-02-04 02:00:00,1637.13,-4834.409170476977,buy_put
2021-02-04 03:00:00,1626.84,-4844.699170476977,buy_put
2021-02-04 04:00:00,1625.12,-4846.419170476977,buy_put
2021-02-04 05:00:00,1623.46,-4848.079170476977,buy_put
2021-02-04 06:00:00,1608.09,-4863.449170476977,buy_put
2021-02-04 07:00:00,1617.4,-4854.139170476978,buy_put
2021-02-04 08:00:00,1615.44,-4856.099170476977,buy_put
2021-02-04 09:00:00,1625.18,-4846.359170476977,buy_put
2021-02-04 10:00:00,1624.93,-4846.609170476977,buy_put
2021-02-04 11:00:00,1648.74,-4822.799170476977,buy_put
2021-02-04 12:00:00,1634.95,-4836.589170476977,buy_put
2021-02-04 13:00:00,1644.73,-4826.809170476978,buy_put
2021-02-04 14:00:00,1658.12,-4813.419170476977,buy_put
2021-02-04 15:00:00,1672.31,-4799.229170476978,buy_put
2021-02-04 16:00:00,1681.45,-4790.089170476977,buy_put
2021-02-04 17:00:00,1673.74,-4797.799170476977,buy_put
2021-02-04 18:00:00,1667.46,-4804.079170476977,buy_put
2021-02-04 19:00:00,1692.93,-4778.609170476977,buy_put
2021-02-04 20:00:00,1691.52,-4780.019170476977,buy_put
2021-02-04 21:00:00,1714.08,-4757.459170476977,buy_put
2021-02-04 22:00:00,1753.96,-4717.579170476977,buy_put
2021-02-04 23:00:00,1767.37,-4704.169170476977,buy_put
2021-02-05 00:00:00,1767.95,-4703.589170476977,buy_put
2021-02-05 01:00:00,1790.91,-4680.629170476977,buy_put
2021-02-05 02:00:00,1809.76,-4661.779170476977,buy_put
2021-02-05 03:00:00,1831.62,-4639.919170476977,buy_put
2021-02-05 04:00:00,1825.25,-4646.289170476977,buy_put
2021-02-05 05:00:00,1822.23,-4649.309170476978,buy_put
2021-02-05 06:00:00,1844.93,-4626.609170476977,buy_put
2021-02-05 07:00:00,1848.97,-4622.569170476977,buy_put
2021-02-05 08:00:00,1815.0,-4656.539170476977,buy_put
2021-02-05 09:00:00,1807.12,-4664.419170476977,buy_put
2021-02-05 10:00:00,1818.02,-4653.519170476977,buy_put
2021-02-05 11:00:00,1839.45,-4632.089170476977,buy_put
2021-02-05 12:00:00,1830.97,-4640.569170476977,buy_put
2021-02-05 13:00:00,1790.21,-4681.329170476977,buy_put
2021-02-05 14:00:00,1811.02,-4660.519170476977,buy_put
2021-02-05 15:00:00,1812.86,-4658.679170476978,buy_put
2021-02-05 16:00:00,1813.78,-4657.7591704769775,buy_put
2021-02-05 17:00:00,1831.59,-4639.949170476977,buy_put
2021-02-05 18:00:00,1844.87,-4626.669170476977,buy_put
2021-02-05 19:00:00,1830.75,-4640.789170476977,buy_put
2021-02-05 20:00:00,1866.88,-4604.659170476977,buy_put
2021-02-05 21:00:00,1861.53,-4610.0091704769775,buy_put
2021-02-05 22:00:00,1849.63,-4621.909170476977,buy_put
2021-02-05 23:00:00,1869.81,-4601.729170476978,buy_put
2021-02-06 00:00:00,1861.69,-4609.849170476977,buy_put
2021-02-06 01:00:00,1914.46,-4557.079170476977,buy_put
2021-02-06 02:00:00,1893.19,-4578.349170476977,buy_put
2021-02-06 03:00:00,1898.38,-4573.159170476977,buy_put
2021-02-06 04:00:00,1868.3,-4603.239170476977,buy_put
2021-02-06 05:00:00,1839.53,-4632.0091704769775,buy_put
2021-02-06 06:00:00,1845.39,-4626.149170476977,buy_put
2021-02-06 07:00:00,1851.92,-4619.619170476977,buy_put
2021-02-06 08:00:00,1848.76,-4622.779170476977,buy_put
2021-02-06 09:00:00,1836.31,-4635.229170476978,buy_put
2021-02-06 10:00:00,1851.4,-4620.139170476978,buy_put
2021-02-06 11:00:00,1847.48,-4624.059170476978,buy_put
2021-02-06 12:00:00,1870.65,-4600.889170476978,buy_put
2021-02-06 13:00:00,1881.57,-4589.9691704769775,buy_put
2021-02-06 14:00:00,1883.41,-4588.129170476977,buy_put
2021-02-06 15:00:00,1871.72,-4599.819170476977,buy_put
2021-02-06 16:00:00,1879.86,-4591.679170476978,buy_put
2021-02-06 17:00:00,1875.92,-4595.619170476977,buy_put
2021-02-06 18:00:00,1871.11,-4600.429170476978,buy_put
2021-02-06 19:00:00,1899.75,-4571.789170476977,buy_put
2021-02-06 20:00:00,1887.74,-4583.799170476977,buy_put
2021-02-06 21:00:00,1891.66,-4579.879170476977,buy_put
2021-02-06 22:00:00,1910.47,-4561.069170476977,buy_put
2021-02-06 23:00:00,1914.49,-4557.049170476977,buy_put
2021-02-07 00:00:00,1902.85,-4568.689170476977,buy_put
2021-02-07 01:00:00,1904.98,-4566.559170476978,buy_put
2021-02-07 02:00:00,1889.68,-4581.859170476977,buy_put
2021-02-07 03:00:00,1933.83,-4537.709170476977,buy_put
2021-02-07 04:00:00,1940.11,-4531.429170476978,buy_put
2021-02-07 05:00:00,1930.35,-4541.189170476977,buy_put
2021-02-07 06:00:00,1934.53,-4537.0091704769775,buy_put
2021-02-07 07:00:00,1934.38,-4537.159170476977,buy_put
2021-02-07 08:00:00,1928.08,-4543.459170476977,buy_put
2021-02-07 09:00:00,1944.2,-4527.339170476977,buy_put
2021-02-07 10:00:00,1928.66,-4542.879170476977,buy_put
2021-02-07 11:00:00,1948.08,-4523.459170476977,buy_put
2021-02-07 12:00:00,1940.38,-4531.159170476977,buy_put
2021-02-07 13:00:00,1953.69,-4517.849170476977,buy_put
2021-02-07 14:00:00,1912.68,-4558.859170476977,buy_put
2021-02-07 15:00:00,1900.56,-4570.979170476978,buy_put
2021-02-07 16:00:00,1912.95,-4558.589170476977,buy_put
2021-02-07 17:00:00,1910.97,-4560.569170476977,buy_put
2021-02-07 18:00:00,1907.05,-4564.489170476977,buy_put
2021-02-07 19:00:00,1913.2,-4558.339170476977,buy_put
2021-02-07 20:00:00,1934.11,-4537.429170476978,buy_put
2021-02-07 21:00:00,1905.89,-4565.649170476977,buy_put
2021-02-07 22:00:00,1914.77,-4556.769170476977,buy_put
2021-02-07 23:00:00,1879.59,-4591.949170476977,buy_put
2021-02-08 00:00:00,1887.93,-4583.609170476977,buy_put
2021-02-08 01:00:00,1889.31,-4582.229170476978,buy_put
2021-02-08 02:00:00,1898.04,-4573.499170476977,buy_put
2021-02-08 03:00:00,1858.81,-4612.729170476978,buy_put
2021-02-08 04:00:00,1873.61,-4597.929170476978,buy_put
2021-02-08 05:00:00,1848.17,-4623.369170476977,buy_put
2021-02-08 06:00:00,1870.54,-4600.999170476977,buy_put
2021-02-08 07:00:00,1849.35,-4622.189170476977,buy_put
2021-02-08 08:00:00,1864.44,-4607.099170476977,buy_put
2021-02-08 09:00:00,1889.59,-4581.949170476977,buy_put
2021-02-08 10:00:00,1874.44,-4597.099170476977,buy_put
2021-02-08 11:00:00,1920.29,-4551.249170476977,buy_put
2021-02-08 12:00:00,1911.61,-4559.929170476978,buy_put
2021-02-08 13:00:00,1889.64,-4581.899170476977,buy_put
2021-02-08 14:00:00,1878.12,-4593.419170476977,buy_put
2021-02-08 15:00:00,1884.93,-4586.609170476977,buy_put
2021-02-08 16:00:00,1888.89,-4582.649170476977,buy_put
2021-02-08 17:00:00,1866.43,-4605.109170476977,buy_put
2021-02-08 18:00:00,1853.77,-4617.769170476977,buy_put
2021-02-08 19:00:00,1845.99,-4625.549170476977,buy_put
2021-02-08 20:00:00,1823.66,-4647.879170476977,buy_put
2021-02-08 21:00:00,1798.75,-4672.789170476977,buy_put
2021-02-08 22:00:00,1826.5,-4645.039170476977,buy_put
2021-02-08 23:00:00,1841.76,-4629.779170476977,buy_put
2021-02-09 00:00:00,1837.46,-4634.079170476977,buy_put
2021-02-09 01:00:00,1819.2,-4652.339170476977,buy_put
2021-02-09 02:00:00,1788.83,-4682.709170476977,buy_put
2021-02-09 03:00:00,1785.75,-4685.789170476977,buy_put
2021-02-09 04:00:00,1804.67,-4666.869170476977,buy_put
2021-02-09 05:00:00,1820.35,-4651.189170476977,buy_put
2021-02-09 06:00:00,1812.35,-4659.189170476977,buy_put
2021-02-09 07:00:00,1817.5,-4654.039170476977,buy_put
2021-02-09 08:00:00,1820.47,-4651.069170476977,buy_put
2021-02-09 09:00:00,1852.54,-4618.999170476977,buy_put
2021-02-09 10:00:00,1835.87,-4635.669170476977,buy_put
2021-02-09 11:00:00,1844.71,-4626.829170476977,buy_put
2021-02-09 12:00:00,1868.32,-4603.2191704769775,buy_put
2021-02-09 13:00:00,1885.98,-4585.559170476978,buy_put
2021-02-09 14:00:00,1849.32,-4622.2191704769775,buy_put
2021-02-09 15:00:00,1870.31,-4601.229170476978,buy_put
2021-02-09 16:00:00,1870.8,-4600.739170476977,buy_put
2021-02-09 17:00:00,1880.61,-4590.929170476978,buy_put
2021-02-09 18:00:00,1871.6,-4599.939170476977,buy_put
2021-02-09 19:00:00,1885.51,-4586.029170476977,buy_put
2021-02-09 20:00:00,1886.66,-4584.879170476977,buy_put
2021-02-09 21:00:00,1880.97,-4590.569170476977,buy_put
2021-02-09 22:00:00,1901.16,-4570.379170476977,buy_put
2021-02-09 23:00:00,1883.99,-4587.549170476977,buy_put
2021-02-10 00:00:00,1886.74,-4584.799170476977,buy_put
2021-02-10 01:00:00,1891.87,-4579.669170476977,buy_put
2021-02-10 02:00:00,1898.55,-4572.989170476977,buy_put
2021-02-10 03:00:00,1864.4,-4607.139170476978,buy_put
2021-02-10 04:00:00,1864.8,-4606.739170476977,buy_put
2021-02-10 05:00:00,1862.13,-4609.409170476977,buy_put
2021-02-10 06:00:00,1837.61,-4633.929170476978,buy_put
2021-02-10 07:00:00,1817.39,-4654.149170476977,buy_put
2021-02-10 08:00:00,1836.5,-4635.039170476977,buy_put
2021-02-10 09:00:00,1832.97,-4638.569170476977,buy_put
2021-02-10 10:00:00,1830.58,-4640.959170476977,buy_put
2021-02-10 11:00:00,1840.79,-4630.749170476977,buy_put
2021-02-10 12:00:00,1826.68,-4644.859170476977,buy_put
2021-02-10 13:00:00,1826.13,-4645.409170476977,buy_put
2021-02-10 14:00:00,1837.25,-4634.289170476977,buy_put
2021-02-10 15:00:00,1867.37,-4604.169170476977,buy_put
2021-02-10 16:00:00,1861.25,-4610.289170476977,buy_put
2021-02-10 17:00:00,1810.03,-4661.5091704769775,buy_put
2021-02-10 18:00:00,1812.39,-4659.149170476977,buy_put
2021-02-10 19:00:00,1821.68,-4649.859170476977,buy_put
2021-02-10 20:00:00,1803.62,-4667.919170476977,buy_put
2021-02-10 21:00:00,1805.28,-4666.2591704769775,buy_put
2021-02-10 22:00:00,1795.05,-4676.489170476977,buy_put
2021-02-10 23:00:00,1778.58,-4692.959170476977,buy_put
2021-02-11 00:00:00,1800.0,-4671.539170476977,buy_put
2021-02-11 01:00:00,1830.34,-4641.199170476977,buy_put
2021-02-11 02:00:00,1822.33,-4649.209170476977,buy_put
2021-02-11 03:00:00,1794.49,-4677.049170476977,buy_put
2021-02-11 04:00:00,1787.27,-4684.269170476977,buy_put
2021-02-11 05:00:00,1819.08,-4652.459170476977,buy_put
2021-02-11 06:00:00,1839.23,-4632.309170476978,buy_put
2021-02-11 07:00:00,1841.93,-4629.609170476977,buy_put
2021-02-11 08:00:00,1847.49,-4624.049170476977,buy_put
2021-02-11 09:00:00,1838.03,-4633.5091704769775,buy_put
2021-02-11 10:00:00,1861.35,-4610.189170476977,buy_put
2021-02-11 11:00:00,1844.69,-4626.849170476977,buy_put
2021-02-11 12:00:00,1856.9,-4614.639170476978,buy_put
2021-02-11 13:00:00,1856.08,-4615.459170476977,buy_put
2021-02-11 14:00:00,1868.9,-4602.639170476978,buy_put
2021-02-11 15:00:00,1910.42,-4561.119170476977,buy_put
2021-02-11 16:00:00,1930.48,-4541.059170476978,buy_put
2021-02-11 17:00:00,1952.67,-4518.869170476977,buy_put
2021-02-11 18:00:00,1946.05,-4525.489170476977,buy_put
2021-02-11 19:00:00,1947.96,-4523.579170476977,buy_put
2021-02-11 20:00:00,1926.75,-4544.789170476977,buy_put
2021-02-11 21:00:00,1988.56,-4482.979170476978,buy_put
2021-02-11 22:00:00,1961.1,-4510.439170476977,buy_put
2021-02-11 23:00:00,1966.88,-4504.659170476977,buy_put
2021-02-12 00:00:00,1988.63,-4482.909170476977,buy_put
2021-02-12 01:00:00,2015.64,-4455.899170476977,buy_put
2021-02-12 02:00:00,2038.95,-4432.589170476977,buy_put
2021-02-12 03:00:00,2052.4,-4419.139170476978,buy_put
2021-02-12 04:00:00,2070.71,-4400.829170476977,buy_put
2021-02-12 05:00:00,2058.94,-4412.599170476977,buy_put
2021-02-12 06:00:00,2064.47,-4407.069170476978,buy_put
2021-02-12 07:00:00,2091.75,-4379.789170476977,buy_put
2021-02-12 08:00:00,2108.51,-4363.029170476977,buy_put
2021-02-12 09:00:00,2068.63,-4402.909170476977,buy_put
2021-02-12 10:00:00,2025.12,-4446.419170476977,buy_put
2021-02-12 11:00:00,2001.44,-4470.099170476977,buy_put
2021-02-12 12:00:00,2014.51,-4457.029170476977,buy_put
2021-02-12 13:00:00,2038.38,-4433.159170476977,buy_put
2021-02-12 14:00:00,2039.89,-4431.649170476977,buy_put
2021-02-12 15:00:00,2075.28,-4396.259170476977,buy_put
2021-02-12 16:00:00,2102.76,-4368.779170476977,buy_put
2021-02-12 17:00:00,2078.11,-4393.429170476977,buy_put
2021-02-12 18:00:00,2082.55,-4388.989170476977,buy_put
2021-02-12 19:00:00,2057.88,-4413.659170476977,buy_put
2021-02-12 20:00:00,2073.53,-4398.009170476977,buy_put
2021-02-12 21:00:00,2123.44,-4348.099170476977,buy_put
2021-02-12 22:00:00,2152.68,-4318.859170476977,buy_put
2021-02-12 23:00:00,2175.49,-4296.049170476977,buy_put
2021-02-13 00:00:00,2177.58,-4293.959170476977,buy_put
2021-02-13 01:00:00,2205.74,-4265.799170476977,buy_put
2021-02-13 02:00:00,2182.98,-4288.559170476978,buy_put
2021-02-13 03:00:00,2179.16,-4292.379170476977,buy_put
2021-02-13 04:00:00,2201.4,-4270.139170476978,buy_put
2021-02-13 05:00:00,2206.75,-4264.789170476977,buy_put
2021-02-13 06:00:00,2186.25,-4285.289170476977,buy_put
2021-02-13 07:00:00,2189.25,-4282.289170476977,buy_put
2021-02-13 08:00:00,2187.14,-4284.399170476978,buy_put
2021-02-13 09:00:00,2165.02,-4306.519170476977,buy_put
2021-02-13 10:00:00,2152.52,-4319.019170476977,buy_put
2021-02-13 11:00:00,2152.37,-4319.169170476977,buy_put
2021-02-13 12:00:00,2177.04,-4294.499170476977,buy_put
2021-02-13 13:00:00,2153.2,-4318.339170476977,buy_put
2021-02-13 14:00:00,2156.7,-4314.839170476977,buy_put
2021-02-13 15:00:00,2178.38,-4293.159170476977,buy_put
2021-02-13 16:00:00,2186.64,-4284.899170476978,buy_put
2021-02-13 17:00:00,2168.31,-4303.229170476978,buy_put
2021-02-13 18:00:00,2225.3,-4246.239170476977,buy_put
2021-02-13 19:00:00,2217.94,-4253.599170476977,buy_put
2021-02-13 20:00:00,2180.63,-4290.909170476977,buy_put
2021-02-13 21:00:00,2216.81,-4254.729170476978,buy_put
2021-02-13 22:00:00,2220.72,-4250.819170476978,buy_put
2021-02-13 23:00:00,2212.9,-4258.639170476978,buy_put
2021-02-14 00:00:00,2195.96,-4275.579170476977,buy_put
2021-02-14 01:00:00,2183.69,-4287.849170476977,buy_put
2021-02-14 02:00:00,2173.72,-4297.819170476978,buy_put
2021-02-14 03:00:00,2200.21,-4271.329170476977,buy_put
2021-02-14 04:00:00,2187.95,-4283.589170476977,buy_put
2021-02-14 05:00:00,2160.52,-4311.019170476977,buy_put
2021-02-14 06:00:00,2188.43,-4283.109170476977,buy_put
2021-02-14 07:00:00,2179.37,-4292.169170476977,buy_put
2021-02-14 08:00:00,2231.38,-4240.159170476977,buy_put
2021-02-14 09:00:00,2210.51,-4261.029170476977,buy_put
2021-02-14 10:00:00,2232.09,-4239.449170476977,buy_put
2021-02-14 11:00:00,2236.82,-4234.7191704769775,buy_put
2021-02-14 12:00:00,2241.02,-4230.519170476977,buy_put
2021-02-14 13:00:00,2217.54,-4253.999170476977,buy_put
2021-02-14 14:00:00,2225.88,-4245.659170476977,buy_put
2021-02-14 15:00:00,2276.62,-4194.919170476977,buy_put
2021-02-14 16:00:00,2303.49,-4168.049170476977,buy_put
2021-02-14 17:00:00,2314.31,-4157.229170476978,buy_put
2021-02-14 18:00:00,2335.06,-4136.479170476978,buy_put
2021-02-14 19:00:00,2326.68,-4144.859170476977,buy_put
2021-02-14 20:00:00,2291.29,-4180.249170476977,buy_put
2021-02-14 21:00:00,2323.51,-4148.029170476977,buy_put
2021-02-14 22:00:00,2369.83,-4101.709170476977,buy_put
2021-02-14 23:00:00,2343.08,-4128.459170476977,buy_put
2021-02-15 00:00:00,2379.12,-4092.4191704769773,buy_put
2021-02-15 01:00:00,2422.56,-4048.9791704769773,buy_put
2021-02-15 02:00:00,2454.73,-4016.809170476977,buy_put
2021-02-15 03:00:00,2437.38,-4034.159170476977,buy_put
2021-02-15 04:00:00,2461.62,-4009.9191704769773,buy_put
2021-02-15 05:00:00,2408.4,-4063.139170476977,buy_put
2021-02-15 06:00:00,2407.66,-4063.8791704769774,buy_put
2021-02-15 07:00:00,2412.77,-4058.7691704769773,buy_put
2021-02-15 08:00:00,2447.75,-4023.7891704769772,buy_put
2021-02-15 09:00:00,2444.58,-4026.9591704769773,buy_put
2021-02-15 10:00:00,2451.2,-4020.3391704769774,buy_put
2021-02-15 11:00:00,2490.51,-3981.029170476977,buy_put
2021-02-15 12:00:00,2508.11,-3963.429170476977,buy_put
2021-02-15 13:00:00,2490.89,-3980.6491704769774,buy_put
2021-02-15 14:00:00,2530.2,-3941.3391704769774,buy_put
2021-02-15 15:00:00,2537.55,-3933.989170476977,buy_put
2021-02-15 16:00:00,2558.57,-3912.969170476977,buy_put
2021-02-15 17:00:00,2557.08,-3914.4591704769773,buy_put
2021-02-15 18:00:00,2562.2,-3909.3391704769774,buy_put
2021-02-15 19:00:00,2534.26,-3937.279170476977,buy_put
2021-02-15 20:00:00,2507.77,-3963.7691704769773,buy_put
2021-02-15 21:00:00,2499.57,-3971.969170476977,buy_put
2021-02-15 22:00:00,2481.53,-3990.009170476977,buy_put
2021-02-15 23:00:00,2465.73,-4005.809170476977,buy_put
2021-02-16 00:00:00,2473.11,-3998.429170476977,buy_put
2021-02-16 01:00:00,2475.19,-3996.349170476977,buy_put
2021-02-16 02:00:00,2454.44,-4017.099170476977,buy_put
2021-02-16 03:00:00,2449.79,-4021.7491704769773,buy_put
2021-02-16 04:00:00,2433.49,-4038.0491704769775,buy_put
