Hora Apertura,Hora Cierre,Tipo,Precio Apertura,Precio Cierre,Precio Máximo,Cambio Balance,Pérdida Máxima,Balance Final
2025-01-28 16:25:00,2025-01-28 16:35:00,Buy (Señal),4290.454,4289.97,4292.435,-0.24199999999973443,0.24199999999973443,49.758000000000266
