time,open,high,low,close,tick_volume,spread,real_volume
2024-06-22 20:00:00,4579.756,4580.764,4570.662,4571.219,296,63,0
2024-06-22 20:05:00,4571.238,4573.88,4571.238,4573.88,287,64,0
2024-06-22 20:10:00,4573.886,4576.567,4573.886,4576.567,286,64,0
2024-06-22 20:15:00,4576.571,4577.688,4575.643,4577.688,291,64,0
2024-06-22 20:20:00,4577.698,4580.721,4577.698,4580.721,295,64,0
2024-06-22 20:25:00,4580.723,4583.415,4580.723,4583.415,296,64,0
2024-06-22 20:30:00,4583.421,4585.153,4583.421,4585.153,292,64,0
2024-06-22 20:35:00,4585.171,4585.59,4571.647,4572.946,293,64,0
2024-06-22 20:40:00,4572.947,4575.674,4572.947,4573.081,290,64,0
2024-06-22 20:45:00,4573.088,4575.879,4573.088,4575.879,287,64,0
2024-06-22 20:50:00,4575.89,4576.107,4566.612,4569.094,290,63,0
2024-06-22 20:55:00,4569.102,4571.752,4568.901,4568.923,291,63,0
2024-06-22 21:00:00,4568.942,4570.599,4558.346,4558.787,286,63,0
2024-06-22 21:05:00,4558.803,4560.212,4556.827,4557.245,290,63,0
2024-06-22 21:10:00,4557.266,4558.496,4552.214,4553.64,292,63,0
2024-06-22 21:15:00,4553.653,4556.484,4553.653,4556.484,290,63,0
2024-06-22 21:20:00,4556.497,4559.349,4556.497,4559.349,292,63,0
2024-06-22 21:25:00,4559.35,4559.401,4556.165,4558.984,291,63,0
2024-06-22 21:30:00,4558.993,4559.32,4548.892,4551.318,291,63,0
2024-06-22 21:35:00,4551.334,4553.156,4548.468,4549.067,291,63,0
2024-06-22 21:40:00,4549.072,4551.909,4549.072,4551.909,292,63,0
2024-06-22 21:45:00,4551.932,4553.197,4544.657,4546.485,294,63,0
2024-06-22 21:50:00,4546.487,4549.36,4546.487,4549.36,295,63,0
2024-06-22 21:55:00,4549.369,4551.951,4549.369,4551.951,287,63,0
2024-06-22 22:00:00,4551.955,4553.758,4547.114,4548.163,293,63,0
2024-06-22 22:05:00,4548.191,4549.56,4540.318,4541.673,290,63,0
2024-06-22 22:10:00,4541.683,4543.117,4526.767,4526.816,286,63,0
2024-06-22 22:15:00,4526.824,4529.514,4526.824,4529.514,289,63,0
2024-06-22 22:20:00,4529.527,4532.122,4529.527,4532.122,286,63,0
2024-06-22 22:25:00,4532.132,4534.838,4532.132,4534.838,291,63,0
2024-06-22 22:30:00,4534.849,4537.676,4534.849,4537.676,297,63,0
2024-06-22 22:35:00,4537.679,4538.672,4530.354,4532.139,287,63,0
2024-06-22 22:40:00,4532.149,4534.789,4532.149,4534.789,294,63,0
2024-06-22 22:45:00,4534.79,4537.429,4529.496,4529.618,286,63,0
2024-06-22 22:50:00,4529.635,4530.614,4528.222,4529.109,290,63,0
2024-06-22 22:55:00,4529.122,4531.482,4529.122,4531.482,283,63,0
2024-06-22 23:00:00,4531.483,4533.769,4528.275,4528.686,286,63,0
2024-06-22 23:05:00,4528.698,4531.432,4528.698,4531.432,296,63,0
2024-06-22 23:10:00,4531.448,4534.104,4531.448,4534.104,294,63,0
2024-06-22 23:15:00,4534.135,4536.875,4534.135,4536.875,288,63,0
2024-06-22 23:20:00,4536.887,4538.708,4536.887,4537.91,287,63,0
2024-06-22 23:25:00,4537.913,4539.264,4537.907,4539.264,292,63,0
2024-06-22 23:30:00,4539.275,4541.927,4539.275,4541.927,288,63,0
2024-06-22 23:35:00,4541.933,4543.377,4540.72,4543.377,292,63,0
2024-06-22 23:40:00,4543.379,4545.109,4535.262,4535.705,290,63,0
2024-06-22 23:45:00,4535.705,4537.08,4526.943,4527.144,285,63,0
2024-06-22 23:50:00,4527.149,4529.85,4527.149,4529.85,290,63,0
2024-06-22 23:55:00,4529.876,4532.517,4529.876,4532.517,285,63,0
2024-06-23 00:00:00,4529.61,4532.51,4529.61,4532.51,290,63,0
2024-06-23 00:05:00,4532.512,4533.66,4531.231,4533.66,293,63,0
2024-06-23 00:10:00,4533.671,4536.365,4533.671,4536.365,292,63,0
2024-06-23 00:15:00,4536.377,4539.1,4536.377,4539.1,292,63,0
2024-06-23 00:20:00,4539.101,4539.299,4536.771,4539.235,290,63,0
2024-06-23 00:25:00,4539.25,4541.832,4537.762,4538.105,292,63,0
2024-06-23 00:30:00,4538.113,4538.793,4524.405,4525.843,292,63,0
2024-06-23 00:35:00,4525.845,4528.54,4525.845,4528.54,288,63,0
2024-06-23 00:40:00,4528.548,4531.175,4528.548,4531.175,295,63,0
2024-06-23 00:45:00,4531.176,4533.187,4530.598,4533.187,296,63,0
2024-06-23 00:50:00,4533.199,4536.071,4533.199,4536.071,290,63,0
2024-06-23 00:55:00,4536.077,4537.714,4535.447,4537.714,291,63,0
2024-06-23 01:00:00,4537.732,4540.665,4537.732,4540.665,292,63,0
2024-06-23 01:05:00,4540.667,4542.729,4539.673,4540.512,294,63,0
2024-06-23 01:10:00,4540.514,4543.342,4540.514,4543.342,284,63,0
