time,action,price,units,balance
2024-01-09,BUY,2288.98,10.466295854052827,23957.14188400984
2024-01-10,SELL,2139.35,10.466295854052827,46348.21191937776
2024-01-23,BUY,1748.6,13.252948621576623,23174.10595968888
2024-01-28,SELL,2027.81,13.252948621576623,50048.56770400817
2024-02-06,BUY,1546.83,16.17778543990231,25024.283852004086
2024-02-14,SELL,1988.09,16.17778543990231,57187.17730721946
2024-02-19,BUY,1659.38,17.231489263224656,28593.58865360973
2024-02-23,SELL,1915.16,17.231489263224656,61594.64763096707
2024-02-26,BUY,1853.91,16.61209218111102,30797.323815483538
2024-02-28,SELL,1851.66,16.61209218111102,61557.270423559574
2024-03-01,BUY,1848.02,16.654925385969733,30778.635211779787
2024-03-05,SELL,1902.4,16.654925385969733,62462.96526604861
2024-03-07,BUY,1810.05,17.254486137412947,31231.482633024305
2024-03-08,SELL,1791.18,17.254486137412947,62137.37311263563
2024-03-09,BUY,1946.89,15.958110913465996,31068.686556317814
2024-03-11,SELL,1793.76,15.958110913465996,59693.70758845658
2024-03-13,BUY,1783.55,16.734520363448343,29846.853794228286
2024-03-14,SELL,1729.27,16.734520363448343,58785.3578231286
2024-03-15,BUY,1868.2,15.733154325856065,29392.6789115643
2024-03-21,SELL,2029.25,15.733154325856065,61319.18232730772
2024-03-26,BUY,1865.77,16.432674533117083,30659.59116365386
2024-03-27,SELL,1866.15,16.432674533117083,61325.426743630305
2024-04-03,BUY,1566.8,19.57027914974161,30662.713371815153
2024-04-06,SELL,1670.25,19.57027914974161,63349.972121671075
2024-04-10,BUY,1480.55,21.394067110759877,31674.98606083554
2024-04-14,SELL,1542.65,21.394067110759877,64678.54368924927
2024-04-18,BUY,1411.88,22.905113638995264,32339.271844624636
2024-04-23,SELL,1648.13,22.905113638995264,70089.8767864619
2024-04-30,BUY,1529.79,22.908332773276694,35044.93839323095
2024-05-06,SELL,1791.07,22.908332773276694,76075.36597346363
2024-05-12,BUY,1424.32,26.705854714342156,38037.682986731816
2024-05-16,SELL,1515.71,26.705854714342156,78516.01403580737
2024-05-25,BUY,1263.13,31.079941904557472,39258.007017903685
2024-06-05,SELL,1643.32,31.079941904557472,90332.29714850106
2024-06-19,BUY,1044.23,43.25306548772831,45166.14857425053
2024-06-22,SELL,1106.46,43.25306548772831,93023.93541380239
2024-06-24,BUY,1058.64,43.93558500236264,46511.967706901196
2024-07-09,SELL,1676.37,43.93558500236264,120164.26433731185
2024-07-14,BUY,1560.74,38.495926399436115,60082.132168655924
2024-07-21,SELL,1851.66,38.495926399436115,131363.4992454358
2024-07-22,BUY,1868.0,35.16153620059845,65681.7496227179
2024-07-31,SELL,2331.26,35.16153620059845,147652.43250572507
2024-08-06,BUY,2140.86,34.4843736876127,73826.21625286253
2024-08-08,SELL,2157.71,34.4843736876127,148233.49420236133
2024-08-19,BUY,1655.97,44.75730061606229,74116.74710118066
2024-08-21,SELL,1613.24,44.75730061606229,146321.01474703697
2024-08-24,BUY,1550.63,47.1811504830414,73160.50737351849
2024-08-27,SELL,1574.03,47.1811504830414,147425.05366834014
2024-09-02,BUY,1445.76,50.985313491983504,73712.52683417007
2024-09-04,SELL,1398.28,50.985313491983504,145004.27098374075
2024-09-08,BUY,1365.38,53.10033506560105,72502.13549187037
2024-09-11,SELL,1410.42,53.10033506560105,147395.91007509542
2024-09-19,BUY,1246.61,59.11869392797083,73697.95503754771
2024-09-21,SELL,1312.58,59.11869392797083,151295.97031352366
2024-09-24,BUY,1201.36,62.96862319101838,75647.98515676183
2024-09-28,SELL,1325.21,62.96862319101838,159094.63429573132
2024-09-30,BUY,1309.24,60.75839200441909,79547.31714786566
2024-10-05,SELL,1423.43,60.75839200441909,166032.63507871592
2024-10-09,BUY,1285.76,64.56595129678786,83016.31753935796
2024-10-14,SELL,1456.77,64.56595129678786,177074.05840997963
2024-10-18,BUY,1234.96,71.69222420563403,88537.02920498981
2024-10-21,SELL,1343.84,71.69222420563403,184879.90778148905
2024-10-25,BUY,1192.28,77.53208465355833,92439.95389074452
2024-10-28,SELL,1305.99,77.53208465355833,193696.08112744516
2024-11-12,BUY,1016.53,95.27317498128198,96848.04056372258
2024-11-25,SELL,1510.68,95.27317498128198,240775.32054444565
2024-11-30,BUY,1281.6,93.93544028731495,120387.66027222283
2024-12-02,SELL,1341.45,93.93544028731495,246397.35664564147
2024-12-11,BUY,1127.79,109.23902350865032,123198.67832282074
2024-12-22,SELL,1684.95,109.23902350865032,307260.9709837211
2024-12-25,BUY,1534.03,100.14829272690922,153630.48549186054
2024-12-28,SELL,1632.54,100.14829272690922,317126.5793002489
2025-01-06,BUY,1501.93,105.57302247782815,158563.28965012444
2025-01-15,SELL,1993.15,105.57302247782815,368986.1594018076
2025-01-21,BUY,1710.79,107.84086866354362,184493.0797009038
